_H:	|Run	|Epoch	#PerTrlMSec	#FillSSE	#FillAvgSSE	#FillPctErr	#FillPctCor	#FillCosDiff	#InpSSE	#InpAvgSSE	#InpPctErr	#InpPctCor	#InpCosDiff	#UnAmbFillErr	#AmbFillErr	#CurQFillErr	#RevQFillErr	#UnAmbFillSSE	#AmbFillSSE	#CurQFillSSE	#RevQFillSSE	#UnAmbFillCosDiff	#AmbFillCosDiff	#CurQFillCosDiff	#RevQFillCosDiff	#Encode ActAvg	#Encode Hog	#Encode Dead	#EncodeD ActAvg	#EncodeD Hog	#EncodeD Dead	#Gestalt ActAvg	#Gestalt Hog	#Gestalt Dead	#GestaltD ActAvg	#GestaltD Hog	#GestaltD Dead	#Decode ActAvg	#Decode Hog	#Decode Dead
_D:	0	447	20.06	0.3071	0.005584	0.17	0.83	0.8355	0.3164	0.006328	0.2796	0.7204	0.6513	0.07336	0.258	0.1	0.2157	0.1234	0.4786	0.1851	0.3841	0.9326	0.7455	0.9015	0.7936	0.2044	0.06944	0	0.1218	0	0	0.05366	0	0.3403	0.03816	0	0.08333	0.1511	0	0
_D:	0	448	20.1	0.2791	0.005075	0.1576	0.8424	0.8497	0.3015	0.00603	0.2788	0.7212	0.6582	0.07026	0.2039	0.098	0.1934	0.1225	0.3627	0.1805	0.3335	0.9337	0.805	0.9031	0.8201	0.2043	0.04861	0	0.1209	0.01389	0	0.05454	0.006944	0.2708	0.03766	0	0.09722	0.1507	0	0
_D:	0	449	20.06	0.2763	0.005023	0.1572	0.8428	0.8521	0.3002	0.006004	0.2804	0.7196	0.6628	0.06849	0.2079	0.102	0.1873	0.1212	0.3644	0.1841	0.3229	0.9369	0.8032	0.8998	0.8292	0.2041	0.05556	0	0.1212	0.02083	0	0.05548	0	0.2778	0.03761	0	0.06944	0.1519	0	0
_D:	0	450	20.12	0.3069	0.00558	0.174	0.826	0.8362	0.3247	0.006494	0.3035	0.6965	0.645	0.08333	0.2178	0.122	0.1959	0.143	0.3876	0.2222	0.3366	0.9252	0.7919	0.8788	0.8237	0.205	0.04861	0	0.1205	0.006944	0	0.05618	0	0.2847	0.03682	0	0.05556	0.1518	0	0
_D:	0	451	20.03	0.2527	0.004594	0.1486	0.8514	0.8601	0.3053	0.006106	0.2819	0.7181	0.6545	0.074	0.2153	0.074	0.2056	0.1166	0.3792	0.133	0.3405	0.9372	0.7876	0.9277	0.8098	0.2055	0.07639	0	0.121	0.01389	0	0.05433	0	0.3333	0.03743	0	0.09722	0.1515	0	0
_D:	0	452	20.04	0.2626	0.004774	0.1533	0.8467	0.8588	0.3228	0.006456	0.298	0.702	0.6461	0.07332	0.2123	0.102	0.1793	0.122	0.3682	0.1751	0.3067	0.9346	0.8017	0.9058	0.8351	0.2036	0.04167	0	0.1216	0	0	0.05516	0	0.2847	0.03752	0	0.07639	0.1517	0	0
_D:	0	453	20.05	0.3025	0.005499	0.1742	0.8258	0.8338	0.3197	0.006393	0.3004	0.6996	0.6456	0.1005	0.2025	0.114	0.2066	0.1735	0.3524	0.1959	0.3612	0.9026	0.8083	0.8925	0.8014	0.2043	0.04861	0	0.1213	0.006944	0	0.0552	0.006944	0.25	0.03749	0	0.09722	0.1522	0	0.006944
_D:	0	454	20.1	0.2438	0.004433	0.1381	0.8619	0.8682	0.308	0.00616	0.2857	0.7143	0.6563	0.06998	0.1749	0.084	0.1722	0.1172	0.315	0.1495	0.3024	0.9387	0.8277	0.9175	0.8388	0.205	0.05556	0	0.1212	0.01389	0	0.0552	0	0.3194	0.03735	0	0.07639	0.1518	0	0
_D:	0	455	20.12	0.2963	0.005388	0.1631	0.8369	0.8386	0.3441	0.006882	0.3064	0.6936	0.6299	0.05854	0.2183	0.108	0.1918	0.1012	0.401	0.1974	0.347	0.9464	0.7802	0.8899	0.8142	0.2052	0.0625	0	0.1218	0.006944	0	0.05426	0	0.3125	0.03713	0	0.08333	0.152	0	0
_D:	0	456	20.02	0.2326	0.004228	0.138	0.862	0.8736	0.3137	0.006273	0.2821	0.7179	0.6533	0.06972	0.1899	0.088	0.1662	0.1141	0.3242	0.1489	0.2794	0.9367	0.8254	0.9197	0.8474	0.2045	0.06944	0	0.1215	0.01389	0	0.05456	0.006944	0.25	0.03771	0	0.1042	0.1503	0	0
_D:	0	457	20.08	0.2585	0.0047	0.1503	0.8497	0.8604	0.3126	0.006252	0.2881	0.7119	0.6533	0.07631	0.2056	0.096	0.1811	0.1321	0.3526	0.1716	0.3034	0.9289	0.8094	0.9067	0.8371	0.2043	0.06944	0	0.1221	0.006944	0	0.05382	0	0.2986	0.03753	0	0.1042	0.1515	0	0.006944
_D:	0	458	20.06	0.3056	0.005557	0.173	0.827	0.8377	0.3439	0.006878	0.315	0.685	0.6276	0.1022	0.1955	0.112	0.2066	0.1796	0.3464	0.196	0.3675	0.9084	0.813	0.8937	0.8077	0.2055	0.06944	0	0.1205	0.01389	0	0.0541	0	0.2917	0.03684	0	0.09722	0.1513	0	0
_D:	0	459	20.07	0.2852	0.005186	0.1633	0.8367	0.8478	0.3154	0.006308	0.2854	0.7146	0.6459	0.06452	0.2215	0.106	0.1949	0.1024	0.3967	0.1894	0.3349	0.9449	0.7889	0.8967	0.8242	0.205	0.05556	0	0.1212	0.01389	0	0.05342	0.006944	0.3056	0.03742	0	0.0625	0.1513	0	0
_D:	0	460	20.04	0.2266	0.00412	0.1326	0.8674	0.8777	0.2967	0.005934	0.2635	0.7365	0.6689	0.07384	0.1675	0.098	0.1429	0.1188	0.2946	0.1689	0.2424	0.9371	0.8397	0.9067	0.872	0.2036	0.05556	0	0.1218	0	0	0.05522	0	0.3125	0.03706	0	0.07639	0.151	0	0
_D:	0	461	20.02	0.2679	0.004871	0.1578	0.8422	0.8512	0.3316	0.006631	0.2926	0.7074	0.639	0.07619	0.2316	0.094	0.199	0.1238	0.4011	0.1633	0.333	0.9292	0.7801	0.909	0.8154	0.205	0.07639	0	0.1219	0.006944	0	0.05404	0.006944	0.3125	0.03787	0	0.07639	0.1527	0	0
_D:	0	462	20.06	0.2968	0.005397	0.1683	0.8317	0.8405	0.3103	0.006205	0.2812	0.7188	0.6624	0.07246	0.2397	0.092	0.2222	0.1258	0.425	0.1606	0.3939	0.9323	0.7717	0.9125	0.7899	0.2038	0.04861	0	0.1212	0.006944	0	0.05432	0	0.2847	0.03836	0	0.1181	0.1506	0	0
_D:	0	463	20.08	0.2983	0.005423	0.1732	0.8268	0.8373	0.3176	0.006351	0.2817	0.7183	0.6489	0.08811	0.2333	0.108	0.2123	0.1412	0.4144	0.1864	0.3651	0.9212	0.776	0.8971	0.8023	0.2045	0.04861	0	0.1215	0.01389	0	0.05674	0.006944	0.2778	0.03654	0	0.08333	0.1505	0	0
_D:	0	464	20.05	0.2695	0.004901	0.1519	0.8481	0.856	0.3102	0.006204	0.2865	0.7135	0.65	0.05603	0.2207	0.102	0.1769	0.09131	0.4004	0.1903	0.302	0.952	0.7852	0.8975	0.8397	0.2043	0.04861	0	0.1216	0.01389	0	0.05518	0.01389	0.2917	0.03644	0	0.0625	0.1504	0	0
_D:	0	465	20.1	0.2929	0.005326	0.1688	0.8312	0.8438	0.341	0.006819	0.3043	0.6957	0.6382	0.09916	0.2071	0.106	0.2056	0.1591	0.3742	0.1836	0.3573	0.9175	0.7978	0.8997	0.8126	0.2052	0.06944	0	0.1215	0.02083	0	0.05359	0	0.3056	0.03771	0	0.09028	0.151	0	0
_D:	0	466	20.06	0.2589	0.004707	0.1477	0.8523	0.8603	0.3139	0.006277	0.2848	0.7152	0.6533	0.0752	0.2	0.086	0.1888	0.1197	0.3653	0.1525	0.3285	0.9353	0.8031	0.918	0.8224	0.2047	0.04861	0	0.1219	0.006944	0	0.05535	0	0.2986	0.03729	0	0.05556	0.1512	0	0
_D:	0	467	20.09	0.2749	0.004999	0.1566	0.8434	0.8548	0.3065	0.006131	0.278	0.722	0.6608	0.07115	0.228	0.098	0.1913	0.1193	0.4077	0.1742	0.3332	0.9364	0.7856	0.9066	0.8259	0.2036	0.04167	0	0.1212	0.006944	0	0.05412	0	0.2917	0.03768	0	0.09722	0.151	0	0
_D:	0	468	20.1	0.3006	0.005465	0.1768	0.8232	0.8368	0.3233	0.006466	0.2904	0.7096	0.6485	0.09091	0.2315	0.13	0.1913	0.1494	0.3996	0.2305	0.3133	0.9202	0.7817	0.8724	0.8331	0.2046	0.07639	0	0.1216	0.01389	0	0.05368	0	0.3542	0.03781	0	0.06944	0.152	0	0
_D:	0	469	20.07	0.3067	0.005576	0.1826	0.8174	0.8319	0.3328	0.006656	0.2975	0.7025	0.6404	0.0943	0.2329	0.116	0.2208	0.1527	0.397	0.206	0.3566	0.9177	0.7809	0.886	0.8058	0.204	0.03472	0	0.1222	0.01389	0	0.05398	0.006944	0.3056	0.03753	0	0.09028	0.1526	0	0
_D:	0	470	20.07	0.2685	0.004882	0.1551	0.8449	0.8543	0.2994	0.005987	0.2744	0.7256	0.6675	0.06323	0.206	0.102	0.1832	0.1069	0.359	0.1821	0.3102	0.9427	0.8046	0.8992	0.8343	0.2045	0.04861	0	0.1215	0.006944	0	0.05467	0	0.2708	0.03735	0	0.07639	0.1515	0	0.006944
_D:	0	471	20.11	0.3378	0.006142	0.1911	0.8089	0.8182	0.3271	0.006543	0.3079	0.6921	0.6436	0.08068	0.2453	0.13	0.2205	0.1356	0.4395	0.2234	0.3979	0.9244	0.7657	0.8768	0.7896	0.2057	0.07639	0	0.1214	0.01389	0	0.05496	0	0.3194	0.03708	0	0.09722	0.1517	0	0
_D:	0	472	20.09	0.2706	0.004919	0.1508	0.8492	0.8547	0.3183	0.006365	0.2823	0.7177	0.6546	0.0561	0.2004	0.098	0.1799	0.106	0.3549	0.1751	0.3238	0.9463	0.8067	0.9032	0.8298	0.2055	0.04167	0	0.1217	0.02083	0	0.05426	0	0.3194	0.03721	0	0.09028	0.1521	0	0
_D:	0	473	20.15	0.2728	0.00496	0.1528	0.8472	0.8532	0.313	0.00626	0.2848	0.7152	0.6558	0.07877	0.1954	0.094	0.1888	0.1407	0.3488	0.1715	0.3323	0.9228	0.8139	0.9057	0.8238	0.2038	0.07639	0	0.122	0.02083	0	0.05484	0	0.2917	0.03716	0	0.07639	0.1502	0	0
_D:	0	474	20.16	0.3272	0.005949	0.185	0.815	0.823	0.3168	0.006335	0.2857	0.7143	0.6555	0.117	0.2172	0.122	0.2185	0.2068	0.3842	0.2211	0.3794	0.8888	0.7914	0.8774	0.7986	0.2046	0.08333	0	0.1215	0.006944	0	0.05392	0	0.3542	0.03764	0	0.1111	0.1521	0	0
_D:	0	475	20.16	0.2538	0.004615	0.1436	0.8564	0.864	0.3388	0.006776	0.3055	0.6945	0.6363	0.07592	0.1831	0.104	0.1576	0.1268	0.3318	0.1861	0.2758	0.9306	0.8238	0.9	0.8526	0.204	0.0625	0	0.1208	0.006944	0	0.05552	0	0.3333	0.03706	0	0.06944	0.1509	0	0
_D:	0	476	20.08	0.2444	0.004444	0.1425	0.8575	0.8697	0.2906	0.005813	0.2699	0.7301	0.6716	0.05894	0.2161	0.1	0.1603	0.09267	0.3819	0.1818	0.262	0.9503	0.7969	0.9014	0.8626	0.2051	0.0625	0	0.1218	0.02083	0	0.05446	0	0.2917	0.03747	0	0.08333	0.1512	0	0
_D:	0	477	20.17	0.2619	0.004762	0.1526	0.8474	0.8564	0.3302	0.006604	0.2878	0.7122	0.6492	0.0625	0.2145	0.1	0.1807	0.1033	0.3723	0.1724	0.3092	0.9431	0.7962	0.9061	0.8298	0.205	0.0625	0	0.1211	0.01389	0	0.05315	0	0.3056	0.03771	0	0.09028	0.1515	0	0
_D:	0	478	20.04	0.2539	0.004617	0.1438	0.8562	0.8618	0.3218	0.006435	0.2844	0.7156	0.6507	0.08159	0.194	0.082	0.1858	0.1397	0.349	0.1462	0.3263	0.9238	0.8102	0.9208	0.8218	0.205	0.0625	0	0.1221	0.02083	0	0.05448	0	0.3056	0.03726	0	0.09028	0.151	0	0
_D:	0	479	20.11	0.2874	0.005225	0.1602	0.8398	0.8462	0.3333	0.006666	0.2811	0.7189	0.6471	0.06458	0.2324	0.116	0.1756	0.1044	0.4304	0.2124	0.3097	0.9437	0.7701	0.8863	0.8343	0.2038	0.04167	0	0.1217	0.006944	0	0.05488	0	0.2917	0.03714	0	0.0625	0.1517	0	0
_D:	0	480	20.06	0.2563	0.004661	0.1497	0.8503	0.8584	0.3422	0.006844	0.3007	0.6993	0.6366	0.0576	0.2048	0.102	0.1727	0.1028	0.3466	0.1724	0.2985	0.9461	0.8057	0.9054	0.8342	0.2056	0.06944	0	0.1216	0.006944	0	0.05452	0	0.3403	0.03724	0	0.04167	0.1511	0	0
_D:	0	481	20.11	0.3066	0.005575	0.1751	0.8249	0.8351	0.3157	0.006315	0.2819	0.7181	0.6597	0.07786	0.2215	0.114	0.2081	0.1268	0.3961	0.1971	0.3677	0.9314	0.7873	0.8933	0.8031	0.205	0.07639	0	0.1214	0.006944	0	0.05347	0	0.3194	0.03735	0	0.05556	0.1534	0	0
_D:	0	482	20.14	0.2849	0.005181	0.1614	0.8386	0.846	0.2985	0.00597	0.2818	0.7182	0.6652	0.07176	0.211	0.106	0.1912	0.1226	0.3764	0.1928	0.3304	0.9349	0.7953	0.8939	0.8239	0.2045	0.05556	0	0.1211	0	0	0.05498	0	0.2986	0.03692	0	0.06944	0.1517	0	0.006944
_D:	0	483	20.06	0.2648	0.004814	0.1515	0.8485	0.8553	0.3521	0.007042	0.2937	0.7063	0.631	0.0596	0.2118	0.102	0.176	0.103	0.3714	0.1831	0.3015	0.9422	0.7986	0.9011	0.8338	0.2039	0.05556	0	0.1221	0.006944	0	0.05472	0	0.2917	0.03753	0	0.09722	0.1503	0	0
_D:	0	484	20.17	0.3205	0.005827	0.1817	0.8183	0.8249	0.363	0.00726	0.3134	0.6866	0.6247	0.07635	0.2328	0.126	0.2067	0.1339	0.4114	0.2211	0.3661	0.9271	0.775	0.8793	0.7999	0.2048	0.0625	0	0.1212	0.01389	0	0.0546	0	0.3333	0.03731	0	0.1111	0.1521	0	0
_D:	0	485	20.15	0.3432	0.006239	0.1919	0.8081	0.8153	0.3237	0.006473	0.2859	0.7141	0.6482	0.08879	0.2625	0.11	0.2474	0.1478	0.4819	0.1905	0.4503	0.9188	0.7426	0.8968	0.7585	0.2059	0.0625	0	0.1215	0.006944	0	0.05399	0	0.3264	0.03747	0	0.0625	0.1504	0	0
_D:	0	486	20.14	0.2496	0.004538	0.1461	0.8539	0.8656	0.3325	0.00665	0.2908	0.7092	0.6463	0.08939	0.1905	0.098	0.1701	0.1493	0.3305	0.1634	0.2956	0.9196	0.8221	0.9129	0.8398	0.2051	0.04167	0	0.1214	0.006944	0	0.05473	0	0.2847	0.03695	0	0.04861	0.1515	0	0
_D:	0	487	20.11	0.2946	0.005356	0.1631	0.8369	0.8406	0.3647	0.007293	0.321	0.679	0.624	0.06843	0.2237	0.096	0.2072	0.1239	0.4039	0.175	0.3721	0.932	0.7825	0.9058	0.798	0.2046	0.0625	0	0.1212	0.006944	0	0.05419	0	0.3194	0.03683	0	0.06944	0.1518	0	0
_D:	0	488	20.12	0.3206	0.005829	0.1777	0.8223	0.829	0.3138	0.006277	0.2815	0.7185	0.6514	0.07124	0.222	0.104	0.2268	0.1228	0.4048	0.1958	0.3987	0.933	0.7851	0.897	0.7854	0.2052	0.0625	0	0.1215	0.006944	0	0.05476	0	0.3125	0.03746	0	0.07639	0.1511	0	0
_D:	0	489	20.17	0.2765	0.005027	0.1608	0.8392	0.8492	0.3345	0.00669	0.2933	0.7067	0.6435	0.08312	0.1907	0.12	0.1718	0.1359	0.3336	0.2115	0.289	0.9282	0.8162	0.8836	0.8438	0.205	0.05556	0	0.1216	0.006944	0	0.05482	0	0.3056	0.03738	0	0.07639	0.1526	0	0
_D:	0	490	20.11	0.3407	0.006194	0.1879	0.8121	0.8169	0.3529	0.007058	0.3113	0.6887	0.6271	0.09948	0.2172	0.13	0.2137	0.178	0.3956	0.2363	0.3868	0.9051	0.7868	0.8719	0.7935	0.2055	0.0625	0	0.1211	0.006944	0	0.05477	0	0.2917	0.03716	0	0.09028	0.1527	0	0
_D:	0	491	20.08	0.2322	0.004221	0.1291	0.8709	0.8738	0.3451	0.006901	0.3022	0.6978	0.6367	0.05625	0.1829	0.088	0.1487	0.1025	0.3273	0.1646	0.2593	0.9454	0.8208	0.9103	0.8594	0.2039	0.0625	0	0.1212	0	0	0.0541	0	0.3264	0.03722	0	0.08333	0.1523	0	0
_D:	0	492	20.06	0.2769	0.005034	0.1528	0.8472	0.8538	0.3238	0.006476	0.2904	0.7096	0.6467	0.07158	0.2042	0.094	0.1888	0.1253	0.3748	0.1707	0.3417	0.9317	0.8044	0.9091	0.8206	0.2048	0.0625	0	0.1223	0.006944	0	0.05405	0	0.2986	0.03739	0	0.08333	0.1512	0	0
_D:	0	493	20.06	0.2724	0.004953	0.1534	0.8466	0.8571	0.3362	0.006724	0.2902	0.7098	0.6338	0.07177	0.1932	0.094	0.1902	0.1174	0.3521	0.173	0.3302	0.9399	0.8139	0.9073	0.8293	0.2047	0.0625	0	0.1217	0.01389	0	0.05559	0	0.3056	0.03673	0	0.07639	0.1519	0	0
_D:	0	494	20.11	0.2967	0.005394	0.1707	0.8293	0.8388	0.319	0.00638	0.2783	0.7217	0.6506	0.08794	0.2028	0.11	0.2046	0.1522	0.3532	0.1884	0.3593	0.9158	0.8093	0.8993	0.8027	0.2049	0.07639	0	0.1214	0.02083	0	0.05457	0	0.3194	0.03734	0	0.06944	0.1529	0	0
_D:	0	495	20.11	0.2827	0.005139	0.1606	0.8394	0.8499	0.3427	0.006853	0.2907	0.7093	0.6407	0.09237	0.2061	0.104	0.1918	0.159	0.3674	0.1827	0.3381	0.9168	0.8032	0.9016	0.8221	0.2053	0.04167	0	0.1209	0.006944	0	0.05475	0	0.2986	0.03707	0	0.0625	0.1516	0	0.006944
_D:	0	496	20.11	0.317	0.005764	0.1857	0.8143	0.8286	0.3033	0.006066	0.2731	0.7269	0.6637	0.1132	0.2214	0.098	0.2494	0.1755	0.3975	0.1711	0.4209	0.9039	0.7865	0.9067	0.7735	0.2036	0.05556	0	0.1214	0	0	0.05344	0	0.3056	0.03754	0	0.04861	0.1515	0	0
_D:	0	497	20.12	0.3116	0.005666	0.1722	0.8278	0.8333	0.3294	0.006588	0.2921	0.7079	0.6473	0.07792	0.2336	0.106	0.2128	0.1422	0.4217	0.1881	0.3902	0.9232	0.7752	0.8988	0.7921	0.2047	0.0625	0	0.1215	0	0	0.05493	0	0.2917	0.03766	0	0.07639	0.1512	0	0
_D:	0	498	20.15	0.3201	0.00582	0.1839	0.8161	0.8304	0.3157	0.006314	0.274	0.726	0.6513	0.07104	0.2273	0.134	0.2005	0.1146	0.402	0.2311	0.3518	0.9416	0.7855	0.8751	0.8168	0.2047	0.0625	0	0.1213	0.01389	0	0.05424	0	0.2847	0.03738	0	0.09028	0.1514	0	0
_D:	0	499	20.14	0.3192	0.005803	0.1751	0.8249	0.8296	0.3445	0.00689	0.3018	0.6982	0.6303	0.08951	0.2072	0.116	0.2062	0.1608	0.3795	0.2172	0.3683	0.9142	0.7974	0.8818	0.8062	0.2035	0.05556	0	0.1216	0.006944	0	0.05504	0	0.2986	0.03696	0	0.06944	0.151	0	0
