_H:	|Run	|Epoch	#PerTrlMSec	#FillSSE	#FillAvgSSE	#FillPctErr	#FillPctCor	#FillCosDiff	#InpSSE	#InpAvgSSE	#InpPctErr	#InpPctCor	#InpCosDiff	#UnAmbFillErr	#AmbFillErr	#CurQFillErr	#RevQFillErr	#UnAmbFillSSE	#AmbFillSSE	#CurQFillSSE	#RevQFillSSE	#UnAmbFillCosDiff	#AmbFillCosDiff	#CurQFillCosDiff	#RevQFillCosDiff	#Encode ActAvg	#Encode Hog	#Encode Dead	#EncodeD ActAvg	#EncodeD Hog	#EncodeD Dead	#Gestalt ActAvg	#Gestalt Hog	#Gestalt Dead	#GestaltD ActAvg	#GestaltD Hog	#GestaltD Dead	#Decode ActAvg	#Decode Hog	#Decode Dead
_D:	0	217	20.08	0.2776	0.005047	0.158	0.842	0.8473	0.2793	0.005586	0.3008	0.6992	0.6389	0.0729	0.2416	0.082	0.2148	0.123	0.4319	0.1412	0.381	0.9312	0.7641	0.9224	0.7903	0.2037	0.04861	0	0.1228	0.02778	0	0.05519	0.006944	0.2708	0.03696	0	0.07639	0.1494	0	0
_D:	0	218	20.11	0.3756	0.006829	0.2126	0.7874	0.7912	0.2778	0.005556	0.3151	0.6849	0.6397	0.1116	0.2602	0.112	0.2861	0.1796	0.4761	0.2077	0.493	0.8981	0.7373	0.886	0.7241	0.2055	0.05556	0	0.122	0.03472	0	0.05499	0	0.3125	0.03637	0	0.09028	0.1497	0	0
_D:	0	219	20.07	0.2751	0.005001	0.1595	0.8405	0.8449	0.2548	0.005096	0.2809	0.7191	0.6654	0.06841	0.2341	0.09	0.2077	0.1188	0.4026	0.1571	0.3558	0.9363	0.7688	0.911	0.8	0.2045	0.07639	0	0.1221	0.02778	0	0.0544	0	0.3264	0.03675	0	0.1319	0.1496	0	0
_D:	0	220	20.08	0.2954	0.005371	0.169	0.831	0.831	0.2673	0.005345	0.2968	0.7032	0.6521	0.1013	0.2028	0.094	0.2214	0.1714	0.3607	0.1668	0.3839	0.8999	0.7959	0.9059	0.7787	0.2044	0.0625	0	0.122	0.02778	0	0.05534	0	0.2569	0.03699	0	0.1042	0.1496	0	0
_D:	0	221	20.05	0.309	0.005619	0.1801	0.8199	0.8243	0.2723	0.005447	0.2964	0.7036	0.6468	0.08519	0.2519	0.106	0.2284	0.1358	0.445	0.1809	0.3932	0.9206	0.7497	0.8985	0.7747	0.2062	0.05556	0	0.1226	0.02778	0	0.05542	0	0.2917	0.03669	0	0.07639	0.1487	0	0
_D:	0	222	20.06	0.3064	0.005571	0.1769	0.8231	0.8293	0.2779	0.005558	0.3166	0.6834	0.6486	0.1048	0.2118	0.1	0.2292	0.1817	0.3667	0.1796	0.3889	0.8977	0.7968	0.8998	0.7834	0.2049	0.07639	0	0.1224	0.02778	0	0.05447	0	0.3125	0.03705	0	0.1111	0.1496	0	0
_D:	0	223	20.08	0.2744	0.004989	0.1631	0.8369	0.8458	0.2592	0.005183	0.2999	0.7001	0.6636	0.05353	0.2442	0.096	0.2065	0.08524	0.416	0.1676	0.3398	0.9514	0.7669	0.9052	0.8097	0.2047	0.04861	0	0.1237	0.02778	0	0.05444	0	0.2708	0.03746	0	0.1458	0.1487	0	0
_D:	0	224	20.08	0.3257	0.005922	0.1846	0.8154	0.8203	0.2911	0.005822	0.3199	0.6801	0.6334	0.09361	0.2318	0.092	0.2558	0.1553	0.4185	0.1635	0.4498	0.9153	0.7682	0.9104	0.7511	0.2059	0.05556	0	0.1221	0.02778	0	0.0538	0	0.3125	0.03681	0	0.09028	0.1503	0	0
_D:	0	225	20.16	0.34	0.006182	0.1909	0.8091	0.8133	0.2814	0.005627	0.3109	0.6891	0.6414	0.08451	0.2473	0.104	0.2532	0.1339	0.4557	0.1893	0.4457	0.9232	0.7528	0.8956	0.7558	0.2053	0.07639	0	0.1228	0.02778	0	0.05423	0.006944	0.3472	0.03669	0	0.1667	0.1496	0	0
_D:	0	226	20.1	0.2867	0.005212	0.1654	0.8346	0.8392	0.2718	0.005436	0.3117	0.6883	0.6488	0.06828	0.2283	0.106	0.199	0.1187	0.3953	0.1876	0.3399	0.9358	0.7757	0.8951	0.8088	0.2047	0.01389	0	0.1225	0.01389	0	0.05575	0	0.2778	0.03673	0	0.1111	0.1492	0	0.006944
_D:	0	227	20.08	0.2815	0.005119	0.1562	0.8438	0.8481	0.2786	0.005571	0.3065	0.6935	0.6548	0.09761	0.1913	0.074	0.2208	0.1777	0.3427	0.1387	0.3913	0.9036	0.8157	0.9245	0.7897	0.2067	0.06944	0	0.1218	0.02778	0	0.05413	0.006944	0.3125	0.03679	0	0.09028	0.1514	0	0
_D:	0	228	20.07	0.3027	0.005503	0.1667	0.8333	0.8311	0.2455	0.004909	0.2578	0.7422	0.6731	0.05034	0.2418	0.118	0.1862	0.09771	0.433	0.2138	0.3388	0.9485	0.7555	0.8798	0.8121	0.2042	0.08333	0	0.1237	0.02083	0	0.05548	0	0.2986	0.03712	0	0.1736	0.1479	0	0
_D:	0	229	20.12	0.3188	0.005796	0.1822	0.8178	0.8225	0.2673	0.005347	0.2879	0.7121	0.6566	0.06813	0.2585	0.098	0.2424	0.1058	0.4662	0.18	0.4135	0.9395	0.742	0.9018	0.7671	0.2046	0.04861	0	0.1222	0.01389	0.006944	0.05557	0	0.2569	0.03691	0	0.09722	0.1505	0	0
_D:	0	230	20.13	0.2654	0.004825	0.1497	0.8503	0.8573	0.2444	0.004887	0.2725	0.7275	0.6725	0.06964	0.2409	0.066	0.2191	0.1141	0.4427	0.1142	0.3917	0.9386	0.7621	0.9372	0.7911	0.2067	0.06944	0	0.1228	0.02083	0	0.05431	0	0.3056	0.03678	0	0.1042	0.1491	0	0
_D:	0	231	20.08	0.3261	0.005929	0.1871	0.8129	0.8191	0.302	0.00604	0.3244	0.6756	0.6291	0.0625	0.2446	0.116	0.2302	0.1066	0.4281	0.2107	0.3903	0.9427	0.7611	0.8848	0.7813	0.206	0.0625	0	0.1224	0.02083	0.006944	0.05467	0	0.2917	0.03671	0	0.07639	0.1488	0	0
_D:	0	232	20.07	0.3765	0.006846	0.2221	0.7779	0.7913	0.28	0.005599	0.3177	0.6823	0.6389	0.1049	0.2895	0.118	0.2972	0.1777	0.4911	0.2086	0.4932	0.9007	0.7287	0.883	0.7284	0.2052	0.06944	0	0.1226	0.02083	0	0.05426	0.006944	0.2917	0.0372	0	0.1389	0.1489	0	0.006944
_D:	0	233	20.14	0.3361	0.006111	0.1931	0.8069	0.8106	0.2953	0.005907	0.3134	0.6866	0.638	0.08633	0.2468	0.12	0.2377	0.1432	0.4357	0.2196	0.3998	0.9137	0.7594	0.8779	0.7726	0.2061	0.04861	0	0.1227	0.02083	0	0.05422	0	0.2917	0.03703	0	0.1319	0.1486	0	0
_D:	0	234	20.14	0.3726	0.006774	0.2116	0.7884	0.7942	0.2641	0.005282	0.2987	0.7013	0.6544	0.1044	0.2657	0.126	0.2665	0.1723	0.4785	0.2286	0.4607	0.907	0.7337	0.8718	0.748	0.2054	0.05556	0	0.1228	0.02778	0	0.05571	0	0.2847	0.0367	0	0.1181	0.1491	0	0
_D:	0	235	20.08	0.2995	0.005446	0.1753	0.8247	0.8364	0.2715	0.005429	0.2777	0.7223	0.6542	0.08245	0.2381	0.094	0.2341	0.1262	0.4234	0.1654	0.394	0.9283	0.7719	0.9103	0.7841	0.2041	0.06944	0	0.124	0.02083	0	0.05419	0	0.2986	0.03719	0	0.125	0.1487	0	0.006944
_D:	0	236	20.07	0.2953	0.005368	0.1658	0.8342	0.8383	0.288	0.005761	0.3103	0.6897	0.6425	0.08964	0.2208	0.086	0.2247	0.1478	0.4082	0.152	0.4016	0.9171	0.7789	0.9168	0.78	0.2043	0.05556	0	0.123	0.02083	0	0.05525	0.006944	0.2569	0.03739	0	0.1181	0.15	0	0
_D:	0	237	20.1	0.3524	0.006407	0.2061	0.7939	0.8072	0.308	0.006159	0.3277	0.6723	0.6315	0.08537	0.2661	0.11	0.2762	0.1366	0.4631	0.1963	0.4618	0.9222	0.7492	0.8941	0.7454	0.2049	0.05556	0	0.1222	0.01389	0	0.0542	0.006944	0.3264	0.03722	0	0.1319	0.1504	0	0
_D:	0	238	20.1	0.3067	0.005576	0.1783	0.8217	0.8274	0.3113	0.006226	0.3322	0.6678	0.6278	0.1009	0.2108	0.1	0.2327	0.1618	0.3735	0.1778	0.3931	0.9062	0.7924	0.8998	0.779	0.2057	0.05556	0	0.1232	0.02083	0	0.05428	0	0.2847	0.0369	0	0.1181	0.1494	0	0
_D:	0	239	20.12	0.3648	0.006632	0.2076	0.7924	0.7975	0.2805	0.00561	0.2933	0.7067	0.6506	0.08276	0.2813	0.13	0.2538	0.1392	0.5002	0.2312	0.4425	0.9211	0.7238	0.8707	0.7556	0.2042	0.05556	0	0.1226	0.006944	0	0.05619	0.006944	0.2708	0.03724	0	0.1042	0.1485	0	0
_D:	0	240	20.14	0.3393	0.006169	0.2	0.8	0.8103	0.2812	0.005624	0.2994	0.7006	0.6423	0.08482	0.2707	0.126	0.243	0.1396	0.4635	0.2126	0.4138	0.921	0.7417	0.883	0.7662	0.2057	0.06944	0	0.1235	0.01389	0	0.05556	0	0.3194	0.03679	0	0.1111	0.1493	0	0
_D:	0	241	20.1	0.3056	0.005557	0.1753	0.8247	0.832	0.2354	0.004707	0.2643	0.7357	0.684	0.08633	0.2164	0.108	0.2163	0.1418	0.385	0.1879	0.3776	0.9198	0.7903	0.8949	0.7946	0.205	0.07639	0	0.1224	0.006944	0	0.05359	0	0.3194	0.03721	0	0.1042	0.1498	0	0
_D:	0	242	20.13	0.3588	0.006523	0.2073	0.7927	0.8029	0.2901	0.005802	0.2958	0.7042	0.6399	0.07031	0.2695	0.134	0.2475	0.1185	0.4689	0.2432	0.414	0.9328	0.744	0.8651	0.7743	0.2054	0.05556	0	0.1224	0.01389	0	0.05417	0	0.3194	0.03671	0	0.1111	0.1492	0	0
_D:	0	243	20.09	0.3251	0.00591	0.1869	0.8131	0.8193	0.2676	0.005352	0.2769	0.7231	0.6585	0.08685	0.2382	0.108	0.2398	0.1394	0.425	0.1939	0.4094	0.9212	0.765	0.8915	0.7733	0.2046	0.04861	0	0.1228	0.006944	0	0.05422	0	0.2639	0.03751	0	0.1181	0.1479	0	0.006944
_D:	0	244	20.15	0.3412	0.006204	0.2018	0.7982	0.8129	0.3043	0.006087	0.3164	0.6836	0.6265	0.1391	0.2281	0.108	0.2706	0.2257	0.3973	0.1833	0.4568	0.8771	0.7811	0.8992	0.7499	0.2051	0.07639	0	0.1234	0.02083	0	0.05401	0.01389	0.3403	0.03682	0	0.1458	0.1485	0	0
_D:	0	245	20.15	0.3857	0.007012	0.2194	0.7806	0.787	0.2943	0.005885	0.3035	0.6965	0.6452	0.08293	0.2899	0.126	0.2824	0.136	0.5177	0.2258	0.4909	0.9242	0.7147	0.8771	0.7266	0.2057	0.06944	0	0.1232	0.02083	0	0.05389	0	0.3264	0.03724	0	0.1111	0.1497	0	0
_D:	0	246	20.07	0.3043	0.005532	0.1782	0.8218	0.8294	0.2877	0.005755	0.3066	0.6934	0.6376	0.09242	0.2168	0.104	0.2267	0.1513	0.3761	0.179	0.3854	0.915	0.7893	0.9009	0.7823	0.2063	0.06944	0	0.1225	0.01389	0	0.05419	0	0.2847	0.03714	0	0.08333	0.15	0	0
_D:	0	247	20.17	0.3721	0.006766	0.2162	0.7838	0.7903	0.3104	0.006208	0.2997	0.7003	0.6332	0.1306	0.2668	0.132	0.2685	0.2193	0.4661	0.2348	0.4526	0.8761	0.7376	0.8704	0.7415	0.2054	0.08333	0	0.1222	0.006944	0	0.05392	0	0.3194	0.03722	0	0.1111	0.1493	0	0.006944
_D:	0	248	20.1	0.341	0.006201	0.1922	0.8078	0.8128	0.3069	0.006138	0.3092	0.6908	0.6351	0.09052	0.2569	0.09	0.2727	0.1614	0.455	0.1563	0.4881	0.9111	0.7505	0.913	0.7335	0.205	0.0625	0	0.1228	0.01389	0	0.0549	0	0.2847	0.03707	0	0.09028	0.1482	0	0
_D:	0	249	20.22	0.3147	0.005722	0.1815	0.8185	0.8268	0.2784	0.005568	0.286	0.714	0.6579	0.08667	0.2374	0.112	0.2242	0.1428	0.4194	0.2013	0.3797	0.9229	0.7677	0.8875	0.7932	0.2055	0.07639	0	0.1233	0.01389	0	0.05556	0	0.2569	0.03671	0	0.07639	0.1494	0	0
_D:	0	250	20.15	0.3472	0.006312	0.2008	0.7992	0.8072	0.3156	0.006312	0.3161	0.6839	0.6314	0.07317	0.2676	0.138	0.2296	0.123	0.4659	0.2501	0.3825	0.9335	0.7398	0.8609	0.788	0.2063	0.05556	0	0.1229	0.01389	0	0.05408	0	0.3472	0.03709	0	0.1319	0.1503	0	0
_D:	0	251	20.17	0.3483	0.006332	0.198	0.802	0.8135	0.2821	0.005642	0.2945	0.7055	0.652	0.06219	0.2688	0.102	0.2697	0.1104	0.4721	0.1907	0.4601	0.9376	0.7499	0.8961	0.7558	0.2049	0.0625	0	0.1224	0.006944	0	0.05461	0	0.3125	0.0371	0	0.1042	0.1496	0	0
_D:	0	252	20.09	0.2972	0.005404	0.1686	0.8314	0.8382	0.2799	0.005598	0.2801	0.7199	0.6566	0.08451	0.2321	0.082	0.2365	0.1469	0.412	0.1502	0.4099	0.9224	0.7729	0.9178	0.7775	0.2049	0.04167	0	0.123	0.01389	0	0.05536	0	0.3194	0.03679	0	0.09722	0.1493	0	0
_D:	0	253	20.23	0.3839	0.006981	0.22	0.78	0.7881	0.2809	0.005618	0.284	0.716	0.6553	0.07068	0.2888	0.14	0.266	0.1131	0.5118	0.2481	0.4594	0.9339	0.7203	0.862	0.7477	0.2044	0.06944	0	0.1226	0.006944	0	0.0548	0	0.2986	0.03667	0	0.08333	0.1496	0	0
_D:	0	254	20.13	0.3221	0.005856	0.1841	0.8159	0.8217	0.2893	0.005787	0.2856	0.7144	0.6456	0.08387	0.25	0.104	0.2392	0.1439	0.4404	0.1938	0.4033	0.9177	0.7592	0.894	0.7752	0.2057	0.06944	0	0.122	0.006944	0	0.05542	0	0.3056	0.03728	0	0.1389	0.1492	0	0
_D:	0	255	20.17	0.3478	0.006323	0.1944	0.8056	0.8121	0.2968	0.005935	0.3044	0.6956	0.6417	0.1032	0.2637	0.09	0.2791	0.1754	0.4839	0.1629	0.4967	0.9046	0.7393	0.9098	0.7344	0.2058	0.0625	0	0.1215	0.006944	0	0.05317	0	0.3264	0.03752	0	0.1458	0.1506	0	0
_D:	0	256	20.13	0.3565	0.006482	0.2058	0.7942	0.8066	0.2979	0.005959	0.2932	0.7068	0.6431	0.09677	0.2755	0.108	0.2771	0.1551	0.4908	0.1996	0.4643	0.9169	0.7326	0.8898	0.7505	0.2055	0.04861	0	0.1224	0.02083	0	0.05416	0	0.2847	0.03721	0	0.06944	0.149	0	0.006944
_D:	0	257	20.11	0.3417	0.006213	0.1967	0.8033	0.8098	0.2919	0.005837	0.3012	0.6988	0.642	0.08076	0.2585	0.108	0.2595	0.1333	0.4552	0.1891	0.4489	0.9266	0.746	0.893	0.7523	0.205	0.09028	0	0.1219	0.01389	0	0.05388	0.006944	0.3125	0.03683	0	0.1319	0.1498	0	0
_D:	0	258	20.17	0.2964	0.005388	0.1694	0.8306	0.8411	0.3119	0.006239	0.3131	0.6869	0.6358	0.08945	0.2088	0.096	0.2199	0.1478	0.3736	0.1717	0.38	0.9212	0.7993	0.9076	0.7966	0.2049	0.06944	0	0.1219	0.02083	0	0.05359	0.006944	0.3472	0.03714	0	0.1181	0.1507	0	0
_D:	0	259	20.19	0.4116	0.007485	0.2319	0.7681	0.7769	0.3249	0.006499	0.3228	0.6772	0.6216	0.09669	0.2808	0.134	0.2982	0.1682	0.5008	0.2393	0.5273	0.9099	0.7279	0.8696	0.7151	0.2043	0.05556	0	0.1223	0.006944	0	0.05523	0.006944	0.2917	0.03719	0	0.125	0.1498	0	0
_D:	0	260	20.14	0.3739	0.006798	0.2167	0.7833	0.7986	0.2993	0.005987	0.2992	0.7008	0.6402	0.1128	0.2816	0.116	0.2905	0.1857	0.4958	0.2056	0.494	0.9002	0.7326	0.8876	0.7359	0.2052	0.1042	0	0.1218	0.01389	0	0.05491	0	0.3056	0.03702	0	0.1319	0.1497	0	0
_D:	0	261	20.13	0.3011	0.005475	0.1755	0.8245	0.8363	0.2918	0.005837	0.2937	0.7063	0.6465	0.05832	0.2611	0.106	0.2194	0.08811	0.4608	0.1868	0.3702	0.9528	0.7488	0.8977	0.7998	0.2068	0.04861	0	0.1219	0.01389	0	0.05441	0	0.3333	0.03669	0	0.07639	0.1502	0	0
_D:	0	262	20.12	0.3443	0.006259	0.1967	0.8033	0.8092	0.2767	0.005534	0.2856	0.7144	0.6619	0.1035	0.2585	0.122	0.2417	0.1751	0.4596	0.2191	0.4159	0.9008	0.7478	0.8803	0.7673	0.2044	0.04861	0	0.1223	0.02083	0	0.05484	0	0.2917	0.03699	0	0.1319	0.1503	0	0
_D:	0	263	20.16	0.3327	0.006049	0.1884	0.8116	0.8214	0.265	0.005299	0.2828	0.7172	0.6644	0.08316	0.2659	0.104	0.2481	0.1347	0.4839	0.1898	0.4304	0.9283	0.7395	0.8953	0.7726	0.204	0.04861	0	0.123	0.02083	0	0.05554	0	0.3194	0.03662	0	0.1597	0.1504	0	0
_D:	0	264	20.16	0.339	0.006164	0.1982	0.8018	0.8139	0.3113	0.006226	0.3105	0.6895	0.6304	0.1007	0.2484	0.106	0.2653	0.1598	0.4366	0.1908	0.4416	0.9122	0.7605	0.8952	0.7577	0.2039	0.05556	0	0.124	0.02083	0	0.05526	0	0.2708	0.0373	0	0.1181	0.149	0	0
_D:	0	265	20.16	0.3472	0.006313	0.1965	0.8035	0.8081	0.3115	0.00623	0.3082	0.6918	0.6327	0.09395	0.2683	0.116	0.2494	0.1605	0.4807	0.2075	0.4376	0.9106	0.735	0.8845	0.7591	0.2053	0.0625	0	0.1224	0.01389	0	0.05385	0	0.3333	0.03723	0	0.125	0.1497	0	0
_D:	0	266	20.22	0.3226	0.005866	0.178	0.822	0.8296	0.296	0.00592	0.3083	0.6917	0.6469	0.0911	0.2333	0.082	0.2551	0.1618	0.4265	0.1526	0.4571	0.9131	0.7763	0.9195	0.7584	0.2056	0.09028	0	0.1215	0.01389	0	0.05492	0.006944	0.3403	0.03721	0	0.1528	0.1516	0	0.006944
_D:	0	267	20.13	0.2837	0.005158	0.1593	0.8407	0.8463	0.2562	0.005124	0.2559	0.7441	0.673	0.07656	0.1987	0.098	0.1969	0.1387	0.3519	0.1785	0.3457	0.9238	0.8103	0.9044	0.8113	0.2056	0.04861	0	0.122	0.01389	0	0.0558	0.006944	0.2639	0.03719	0	0.09028	0.1499	0	0
_D:	0	268	20.13	0.2689	0.004889	0.1532	0.8468	0.8509	0.3146	0.006291	0.3124	0.6876	0.6283	0.06705	0.2337	0.09	0.1949	0.1132	0.4167	0.1609	0.3384	0.9363	0.7703	0.9118	0.811	0.2059	0.07639	0	0.1216	0.006944	0	0.05539	0.006944	0.3194	0.03672	0	0.1181	0.1502	0	0
_D:	0	269	20.16	0.3122	0.005676	0.1854	0.8146	0.8276	0.2845	0.00569	0.2945	0.7055	0.6514	0.08115	0.227	0.086	0.2646	0.1312	0.3864	0.1489	0.4405	0.9234	0.7897	0.9194	0.7548	0.2059	0.04861	0	0.1221	0.02083	0	0.05478	0	0.3125	0.03682	0	0.09028	0.1515	0	0
_D:	0	270	20.1	0.2772	0.00504	0.159	0.841	0.8474	0.3068	0.006136	0.3059	0.6941	0.6336	0.09456	0.1836	0.076	0.2254	0.1549	0.3291	0.1383	0.3853	0.9138	0.8198	0.9225	0.7897	0.2061	0.08333	0	0.1219	0.01389	0	0.05484	0	0.3056	0.03681	0	0.1181	0.1504	0	0
_D:	0	271	20.14	0.3361	0.006112	0.198	0.802	0.8144	0.3087	0.006173	0.3135	0.6865	0.6297	0.08068	0.2562	0.13	0.2341	0.1315	0.4396	0.2272	0.3892	0.9286	0.7562	0.8744	0.7852	0.2052	0.05556	0	0.1226	0.01389	0	0.05388	0	0.3194	0.03696	0	0.1111	0.1483	0	0
_D:	0	272	20.17	0.3312	0.006022	0.1896	0.8104	0.8182	0.3018	0.006036	0.2963	0.7037	0.6403	0.08879	0.2584	0.116	0.2353	0.149	0.4581	0.2011	0.4128	0.9162	0.7509	0.8894	0.7737	0.2045	0.06944	0	0.1223	0.01389	0	0.05477	0	0.2986	0.03708	0	0.09028	0.1486	0	0
_D:	0	273	20.13	0.3472	0.006314	0.1932	0.8068	0.8113	0.3057	0.006114	0.3083	0.6917	0.6332	0.0802	0.2454	0.114	0.2449	0.1471	0.4388	0.2082	0.436	0.9218	0.7601	0.8869	0.7629	0.2049	0.07639	0	0.1212	0.006944	0	0.05532	0	0.2847	0.03765	0	0.1111	0.1502	0	0
_D:	0	274	20.14	0.3704	0.006734	0.2075	0.7925	0.7968	0.311	0.00622	0.3128	0.6872	0.6342	0.1186	0.25	0.12	0.2658	0.1985	0.4592	0.2184	0.469	0.8889	0.7503	0.8793	0.7437	0.205	0.06944	0	0.1227	0.01389	0	0.05331	0	0.3194	0.03701	0	0.1111	0.1488	0	0
_D:	0	275	20.14	0.3601	0.006547	0.2053	0.7947	0.8043	0.3166	0.006332	0.3255	0.6745	0.6244	0.08423	0.2877	0.112	0.2716	0.14	0.5129	0.204	0.4667	0.9224	0.7228	0.8875	0.7483	0.2062	0.07639	0	0.1227	0.01389	0	0.05421	0	0.3125	0.03651	0	0.09722	0.1487	0	0
_D:	0	276	20.13	0.3659	0.006654	0.2093	0.7907	0.805	0.316	0.006319	0.3225	0.6775	0.6285	0.1034	0.2642	0.126	0.2621	0.1721	0.4701	0.2205	0.4579	0.909	0.7488	0.88	0.7592	0.2042	0.0625	0	0.1229	0.01389	0	0.05493	0.006944	0.3125	0.03695	0	0.1111	0.1494	0	0
_D:	0	277	20.13	0.3055	0.005554	0.1765	0.8235	0.8345	0.2759	0.005517	0.29	0.71	0.6607	0.09865	0.2148	0.104	0.2239	0.1704	0.3719	0.1835	0.3829	0.9078	0.7985	0.8986	0.7952	0.2043	0.05556	0	0.1229	0.01389	0	0.05397	0	0.2917	0.0374	0	0.09722	0.1485	0	0
_D:	0	278	20.14	0.3397	0.006177	0.195	0.805	0.8127	0.3157	0.006314	0.3218	0.6782	0.6303	0.08189	0.248	0.114	0.2481	0.1414	0.4332	0.209	0.4193	0.9206	0.7624	0.884	0.7699	0.2043	0.0625	0	0.1223	0.006944	0	0.05558	0	0.2778	0.03691	0	0.07639	0.1488	0	0
_D:	0	279	20.15	0.3144	0.005717	0.181	0.819	0.8269	0.314	0.006281	0.3191	0.6809	0.6288	0.0793	0.2454	0.104	0.2333	0.1412	0.4227	0.1769	0.4101	0.924	0.7654	0.9005	0.7769	0.2057	0.08333	0	0.1213	0.01389	0	0.055	0	0.3403	0.03694	0	0.125	0.1507	0	0
_D:	0	280	20.21	0.3941	0.007165	0.2267	0.7733	0.789	0.3016	0.006031	0.3054	0.6946	0.6356	0.08967	0.2795	0.132	0.2893	0.1344	0.5008	0.2335	0.4977	0.9272	0.7324	0.8705	0.7391	0.2048	0.0625	0	0.1223	0.02083	0	0.05483	0	0.3194	0.0369	0	0.09028	0.1502	0	0
_D:	0	281	20.11	0.2874	0.005226	0.1625	0.8375	0.8451	0.3027	0.006055	0.2987	0.7013	0.6432	0.1152	0.1882	0.062	0.2487	0.2033	0.3339	0.1112	0.4381	0.8898	0.8211	0.9384	0.7661	0.2051	0.09028	0	0.1232	0.01389	0	0.054	0	0.3056	0.03756	0	0.1042	0.1508	0	0
_D:	0	282	20.16	0.3599	0.006544	0.2013	0.7987	0.8042	0.3162	0.006324	0.3207	0.6793	0.6307	0.09611	0.2576	0.138	0.2304	0.1685	0.464	0.251	0.4067	0.9084	0.7476	0.8625	0.78	0.205	0.0625	0	0.1221	0.01389	0	0.05492	0	0.2986	0.03714	0	0.07639	0.1493	0	0
_D:	0	283	20.13	0.3317	0.006031	0.1876	0.8124	0.8238	0.2905	0.005811	0.288	0.712	0.6485	0.07455	0.238	0.118	0.2288	0.1397	0.4147	0.2164	0.3946	0.9272	0.7786	0.8834	0.7925	0.2037	0.05556	0	0.1222	0.006944	0	0.0546	0	0.2986	0.03698	0	0.1181	0.1502	0	0
_D:	0	284	20.1	0.3063	0.005569	0.1817	0.8183	0.8331	0.273	0.00546	0.2751	0.7249	0.6619	0.08415	0.2636	0.106	0.2312	0.1385	0.4487	0.1821	0.3854	0.9241	0.7561	0.8996	0.7915	0.2057	0.06944	0	0.1213	0.01389	0	0.05487	0	0.3125	0.03668	0	0.1319	0.15	0	0
_D:	0	285	20.15	0.3375	0.006137	0.1909	0.8091	0.8161	0.3189	0.006378	0.3143	0.6857	0.6294	0.08072	0.2584	0.126	0.2251	0.1417	0.4579	0.2242	0.3961	0.9218	0.7515	0.8749	0.788	0.2052	0.06944	0	0.1222	0.01389	0	0.05375	0.006944	0.2847	0.03757	0	0.1111	0.1497	0	0.006944
_D:	0	286	20.08	0.3454	0.00628	0.2008	0.7992	0.8094	0.3078	0.006156	0.3072	0.6928	0.6366	0.07172	0.3069	0.11	0.2653	0.1249	0.5262	0.1953	0.4488	0.9315	0.7091	0.8923	0.7522	0.2056	0.04861	0	0.1219	0.02083	0	0.05583	0.006944	0.2708	0.03691	0	0.1111	0.1494	0	0
_D:	0	287	20.09	0.343	0.006236	0.1985	0.8015	0.8102	0.2688	0.005377	0.2738	0.7262	0.6675	0.08539	0.2668	0.114	0.2558	0.1436	0.465	0.2016	0.436	0.919	0.7443	0.8882	0.759	0.2053	0.07639	0	0.1224	0.01389	0	0.05404	0	0.2847	0.03715	0	0.1111	0.1483	0	0
_D:	0	288	20.11	0.3592	0.00653	0.203	0.797	0.8063	0.2865	0.00573	0.2923	0.7077	0.6527	0.07623	0.2841	0.122	0.2545	0.1245	0.513	0.2242	0.4395	0.936	0.7202	0.8789	0.7633	0.2048	0.09028	0	0.1218	0.006944	0	0.05486	0	0.3056	0.03697	0	0.1042	0.1493	0	0
_D:	0	289	20.1	0.3494	0.006353	0.2003	0.7997	0.8132	0.3021	0.006042	0.2992	0.7008	0.639	0.09631	0.2768	0.106	0.2699	0.1612	0.4913	0.1805	0.4767	0.9141	0.7369	0.9027	0.7461	0.2054	0.0625	0	0.1215	0.01389	0	0.0546	0	0.3125	0.03711	0	0.1111	0.1499	0	0.006944
_D:	0	290	20.1	0.2803	0.005096	0.1633	0.8367	0.846	0.2985	0.00597	0.2857	0.7143	0.648	0.07421	0.2521	0.086	0.2197	0.1138	0.4532	0.1465	0.3784	0.9359	0.7533	0.9197	0.7918	0.2052	0.02778	0	0.1229	0.01389	0	0.0538	0	0.3125	0.03708	0	0.06944	0.1504	0	0
_D:	0	291	20.06	0.3337	0.006067	0.1886	0.8114	0.8215	0.3163	0.006326	0.309	0.691	0.6318	0.1082	0.2215	0.102	0.2513	0.1894	0.3938	0.1803	0.4448	0.8964	0.7915	0.9022	0.7639	0.2037	0.06944	0	0.1213	0.006944	0	0.05451	0.006944	0.2917	0.03702	0	0.07639	0.1517	0	0
_D:	0	292	20.02	0.3269	0.005943	0.1864	0.8136	0.8202	0.295	0.005899	0.2908	0.7092	0.6513	0.1034	0.2272	0.104	0.2437	0.1869	0.3928	0.1864	0.4221	0.9011	0.7801	0.897	0.7684	0.2049	0.04167	0	0.1218	0.006944	0	0.05534	0	0.3125	0.03722	0	0.08333	0.1495	0	0
